
%
% subject = 'ak'; condition = 'bright'; version='physical';
% time = '04-Apr-2022 10:33:53';
%
% trial, refk, refr, refi, testrk, testr, testik, testi, refleft, choosetest, stimt, rt, totaltime
%

124, 2, 0.3000, 192.0000,  8, 0.3499,  6, 192.0000, 1, 0,  1.133,  0.167,  265.300
125, 3, 0.4500, 147.0000,  3, 0.3572,  3, 116.6933, 0, 0,  0.068,  0.093,  266.474
126, 3, 0.4500, 147.0000,  9, 0.5669,  2, 108.0494, 0, 0,  0.282,  0.015,  267.796
127, 2, 0.3000, 192.0000,  7, 0.3240,  7, 207.3600, 0, 1,  0.415,  0.103,  269.334
128, 3, 0.4500, 147.0000,  3, 0.3572,  4, 126.0288, 0, 0,  0.133,  0.180,  270.661
129, 2, 0.3000, 192.0000,  3, 0.2381,  4, 164.6091, 0, 1,  0.149,  0.709,  272.543
130, 3, 0.4500, 147.0000,  6, 0.4500, 10, 199.9919, 0, 0,  0.415,  0.246,  274.227
131, 1, 0.1500, 251.0000,  7, 0.1620,  8, 292.7664, 1, 1,  1.182,  1.188,  277.621
132, 2, 0.3000, 192.0000, 11, 0.4408,  8, 223.9488, 1, 0,  1.041,  1.227,  280.909
133, 3, 0.4500, 147.0000, 10, 0.6122, 10, 199.9919, 0, 1,  0.656,  0.489,  283.074
134, 1, 0.1500, 251.0000,  4, 0.1286, 11, 368.8013, 0, 1,  1.936,  0.002,  286.034
135, 1, 0.1500, 251.0000,  2, 0.1103, 10, 341.4827, 0, 1,  0.067,  0.002,  287.133
136, 3, 0.4500, 147.0000,  8, 0.5249,  3, 116.6933, 1, 0,  1.737,  0.252,  290.134
137, 2, 0.3000, 192.0000, 10, 0.4081,  3, 152.4158, 1, 0,  0.133,  0.217,  291.499
138, 3, 0.4500, 147.0000,  4, 0.3858, 11, 215.9912, 0, 1,  0.069,  0.263,  292.845
139, 1, 0.1500, 251.0000,  7, 0.1620,  5, 232.4074, 1, 0,  1.069,  1.258,  296.190
140, 1, 0.1500, 251.0000,  6, 0.1500,  4, 215.1920, 1, 0,  0.029,  0.214,  297.446
141, 1, 0.1500, 251.0000,  7, 0.1620, 11, 368.8013, 0, 1,  0.066,  0.164,  298.699
142, 2, 0.3000, 192.0000, 10, 0.4081,  4, 164.6091, 1, 0,  1.069,  0.530,  302.119
143, 1, 0.1500, 251.0000, 10, 0.2041,  3, 199.2519, 1, 0,  0.641,  0.599,  304.381
144, 3, 0.4500, 147.0000, 11, 0.6612, 11, 215.9912, 0, 1,  1.837,  0.411,  307.643
145, 3, 0.4500, 147.0000,  8, 0.5249,  5, 136.1111, 1, 0,  0.219,  0.774,  309.656
146, 3, 0.4500, 147.0000,  9, 0.5669, 11, 215.9912, 0, 1,  0.055,  0.654,  311.387
147, 2, 0.3000, 192.0000,  2, 0.2205,  8, 223.9488, 0, 1,  0.917,  0.945,  314.278
148, 2, 0.3000, 192.0000,  4, 0.2572, 11, 282.1110, 1, 1,  0.039,  0.175,  315.508
149, 2, 0.3000, 192.0000,  2, 0.2205, 10, 261.2139, 0, 1,  0.055,  0.354,  316.936
150, 3, 0.4500, 147.0000,  9, 0.5669,  6, 147.0000, 1, 1,  0.578,  1.628,  320.162
151, 1, 0.1500, 251.0000,  3, 0.1191, 11, 368.8013, 0, 1,  1.607,  0.303,  323.088
152, 1, 0.1500, 251.0000,  4, 0.1286,  5, 232.4074, 0, 0,  0.075,  0.066,  324.248
153, 2, 0.3000, 192.0000,  4, 0.2572,  2, 141.1257, 1, 0,  0.910,  0.192,  326.375
154, 3, 0.4500, 147.0000,  7, 0.4860,  2, 108.0494, 1, 0,  0.442,  1.034,  328.867
155, 2, 0.3000, 192.0000,  1, 0.2042, 10, 261.2139, 0, 1,  0.639,  0.169,  330.702
156, 3, 0.4500, 147.0000,  1, 0.3063,  3, 116.6933, 1, 0,  0.654,  0.986,  333.372
157, 1, 0.1500, 251.0000,  4, 0.1286,  4, 215.1920, 0, 0,  1.436,  0.183,  336.016
158, 2, 0.3000, 192.0000,  2, 0.2205,  1, 130.6720, 0, 0,  0.651,  0.002,  337.685
159, 3, 0.4500, 147.0000,  6, 0.4500, 11, 215.9912, 0, 1,  0.582,  0.002,  339.284
160, 3, 0.4500, 147.0000, 10, 0.6122,  3, 116.6933, 1, 0,  0.134,  0.044,  340.477
161, 1, 0.1500, 251.0000,  4, 0.1286,  7, 271.0800, 0, 0,  1.741,  0.151,  343.386
162, 3, 0.4500, 147.0000,  5, 0.4167,  1, 100.0457, 0, 0,  1.331,  0.274,  346.008
163, 2, 0.3000, 192.0000,  4, 0.2572,  4, 164.6091, 0, 0,  0.212,  0.744,  347.980
164, 3, 0.4500, 147.0000,  3, 0.3572, 10, 199.9919, 1, 1,  0.326,  0.125,  349.460
165, 1, 0.1500, 251.0000, 11, 0.2204,  4, 215.1920, 0, 1,  0.858,  1.346,  352.680
166, 1, 0.1500, 251.0000, 10, 0.2041,  2, 184.4925, 1, 0,  0.226,  0.226,  354.160
167, 2, 0.3000, 192.0000,  6, 0.3000,  4, 164.6091, 0, 0,  0.658,  0.182,  356.016
168, 1, 0.1500, 251.0000,  9, 0.1890,  4, 215.1920, 1, 0,  0.643,  0.202,  357.886
169, 1, 0.1500, 251.0000, 11, 0.2204,  5, 232.4074, 0, 0,  0.227,  0.089,  359.223
170, 2, 0.3000, 192.0000,  6, 0.3000, 10, 261.2139, 1, 1,  0.644,  0.704,  361.592
171, 1, 0.1500, 251.0000,  3, 0.1191,  6, 251.0000, 1, 0,  1.025,  0.078,  363.712
172, 2, 0.3000, 192.0000, 11, 0.4408,  5, 177.7778, 1, 0,  1.549,  0.329,  366.614
173, 3, 0.4500, 147.0000,  9, 0.5669,  1, 100.0457, 1, 0,  0.149,  0.245,  368.029
174, 3, 0.4500, 147.0000,  8, 0.5249,  1, 100.0457, 0, 0,  0.075,  0.002,  369.136
175, 2, 0.3000, 192.0000,  8, 0.3499,  9, 241.8647, 1, 1,  0.375,  0.398,  370.932
176, 3, 0.4500, 147.0000, 11, 0.6612,  6, 147.0000, 0, 1,  0.824,  1.658,  374.441
177, 1, 0.1500, 251.0000,  8, 0.1750, 10, 341.4827, 0, 1,  1.575,  0.291,  377.325
178, 1, 0.1500, 251.0000,  1, 0.1021,  2, 184.4925, 1, 0,  0.241,  0.002,  378.586
179, 3, 0.4500, 147.0000,  4, 0.3858,  5, 136.1111, 1, 0,  1.579,  1.369,  382.558
180, 3, 0.4500, 147.0000,  2, 0.3308,  9, 185.1777, 0, 1,  0.058,  0.068,  383.703
181, 3, 0.4500, 147.0000,  2, 0.3308,  4, 126.0288, 1, 0,  0.066,  0.079,  384.864
182, 3, 0.4500, 147.0000,  2, 0.3308,  6, 147.0000, 0, 0,  0.052,  0.365,  386.304
183, 2, 0.3000, 192.0000,  4, 0.2572,  1, 130.6720, 1, 0,  0.319,  0.116,  387.751
184, 1, 0.1500, 251.0000,  9, 0.1890,  1, 170.8264, 1, 0,  0.666,  0.334,  389.770
185, 1, 0.1500, 251.0000,  1, 0.1021,  5, 232.4074, 0, 0,  0.197,  0.065,  391.050
186, 3, 0.4500, 147.0000,  5, 0.4167,  8, 171.4608, 1, 1,  1.816,  0.002,  393.887
187, 1, 0.1500, 251.0000, 11, 0.2204,  3, 199.2519, 0, 0,  1.080,  0.253,  396.238
188, 1, 0.1500, 251.0000,  3, 0.1191,  9, 316.1877, 0, 0,  0.629,  1.546,  399.431
189, 2, 0.3000, 192.0000, 10, 0.4081,  1, 130.6720, 1, 0,  1.029,  0.132,  401.617
190, 2, 0.3000, 192.0000,  2, 0.2205,  9, 241.8647, 1, 1,  0.449,  0.755,  403.840
191, 3, 0.4500, 147.0000,  5, 0.4167, 11, 215.9912, 1, 1,  0.431,  1.526,  406.814
192, 2, 0.3000, 192.0000,  8, 0.3499,  1, 130.6720, 0, 0,  0.051,  0.052,  407.938
193, 2, 0.3000, 192.0000,  9, 0.3779,  9, 241.8647, 1, 1,  0.031,  0.045,  409.030
194, 2, 0.3000, 192.0000, 11, 0.4408,  2, 141.1257, 0, 0,  0.083,  0.015,  410.153
195, 1, 0.1500, 251.0000, 11, 0.2204,  1, 170.8264, 1, 0,  1.168,  0.009,  412.346
196, 2, 0.3000, 192.0000,  4, 0.2572,  8, 223.9488, 0, 1,  0.467,  0.308,  414.143
197, 3, 0.4500, 147.0000,  1, 0.3063,  6, 147.0000, 1, 0,  0.366,  0.408,  415.944
198, 2, 0.3000, 192.0000, 10, 0.4081,  9, 241.8647, 0, 1,  0.067,  0.139,  417.175
199, 1, 0.1500, 251.0000,  4, 0.1286,  2, 184.4925, 1, 0,  1.048,  0.533,  419.769
200, 3, 0.4500, 147.0000,  2, 0.3308,  5, 136.1111, 0, 0,  1.399,  3.558,  425.744
201, 3, 0.4500, 147.0000,  9, 0.5669,  7, 158.7600, 0, 1,  0.423,  0.565,  427.751
202, 3, 0.4500, 147.0000,  2, 0.3308,  8, 171.4608, 0, 1,  0.416,  0.407,  429.593
203, 2, 0.3000, 192.0000,  6, 0.3000,  5, 177.7778, 0, 0,  0.167,  0.002,  430.788
204, 2, 0.3000, 192.0000,  5, 0.2778, 10, 261.2139, 1, 1,  0.033,  0.001,  431.838
205, 1, 0.1500, 251.0000,  5, 0.1389,  4, 215.1920, 1, 0,  0.683,  0.430,  433.966
206, 2, 0.3000, 192.0000,  9, 0.3779, 11, 282.1110, 1, 1,  1.051,  0.157,  436.196
207, 1, 0.1500, 251.0000,  7, 0.1620,  6, 251.0000, 1, 0,  0.868,  0.643,  438.729
208, 1, 0.1500, 251.0000,  5, 0.1389,  2, 184.4925, 0, 0,  0.035,  0.030,  439.816
209, 3, 0.4500, 147.0000,  7, 0.4860,  5, 136.1111, 1, 0,  1.352,  0.685,  442.871
210, 1, 0.1500, 251.0000,  1, 0.1021,  7, 271.0800, 1, 0,  1.999,  0.561,  446.448
211, 1, 0.1500, 251.0000,  7, 0.1620,  7, 271.0800, 0, 1,  0.228,  0.199,  447.886
212, 1, 0.1500, 251.0000,  8, 0.1750,  4, 215.1920, 0, 0,  0.034,  0.757,  449.698
213, 1, 0.1500, 251.0000,  5, 0.1389,  6, 251.0000, 1, 0,  0.070,  0.531,  451.318
214, 2, 0.3000, 192.0000,  9, 0.3779,  5, 177.7778, 0, 1,  0.958,  1.012,  454.299
215, 2, 0.3000, 192.0000,  8, 0.3499, 10, 261.2139, 0, 1,  0.072,  0.162,  455.553
216, 1, 0.1500, 251.0000,  9, 0.1890,  3, 199.2519, 1, 1,  0.820,  0.333,  457.723
217, 2, 0.3000, 192.0000,  8, 0.3499,  2, 141.1257, 0, 0,  0.837,  0.777,  460.364
218, 3, 0.4500, 147.0000, 11, 0.6612,  4, 126.0288, 1, 0,  0.803,  0.450,  462.637
219, 2, 0.3000, 192.0000,  7, 0.3240,  5, 177.7778, 0, 1,  0.833,  0.386,  464.873
220, 2, 0.3000, 192.0000,  1, 0.2042,  7, 207.3600, 1, 0,  0.144,  1.083,  467.120
221, 3, 0.4500, 147.0000,  8, 0.5249,  7, 158.7600, 0, 1,  0.705,  0.668,  469.507
222, 1, 0.1500, 251.0000,  9, 0.1890,  6, 251.0000, 0, 1,  1.211,  0.845,  472.582
223, 1, 0.1500, 251.0000,  1, 0.1021,  4, 215.1920, 1, 0,  0.238,  0.205,  474.041
224, 1, 0.1500, 251.0000, 10, 0.2041,  5, 232.4074, 1, 1,  0.724,  0.302,  476.090
225, 1, 0.1500, 251.0000,  3, 0.1191,  7, 271.0800, 1, 0,  0.474,  0.243,  477.831
226, 2, 0.3000, 192.0000,  4, 0.2572,  7, 207.3600, 0, 1,  1.040,  0.736,  480.623
227, 3, 0.4500, 147.0000, 11, 0.6612,  9, 185.1777, 1, 1,  0.790,  0.002,  482.443
228, 3, 0.4500, 147.0000,  6, 0.4500,  9, 185.1777, 1, 1,  0.222,  0.893,  484.581
229, 2, 0.3000, 192.0000,  3, 0.2381,  1, 130.6720, 1, 0,  0.440,  0.415,  486.456
230, 3, 0.4500, 147.0000,  9, 0.5669,  9, 185.1777, 1, 1,  0.816,  0.335,  488.623
231, 3, 0.4500, 147.0000,  8, 0.5249, 10, 199.9919, 0, 1,  0.047,  0.262,  489.950
232, 2, 0.3000, 192.0000,  8, 0.3499,  7, 207.3600, 0, 0,  0.240,  0.344,  491.782
233, 2, 0.3000, 192.0000,  1, 0.2042,  9, 241.8647, 1, 1,  0.190,  0.169,  493.157
234, 3, 0.4500, 147.0000, 10, 0.6122,  4, 126.0288, 0, 0,  0.710,  0.485,  495.374
235, 2, 0.3000, 192.0000,  9, 0.3779, 10, 261.2139, 0, 1,  0.343,  0.173,  496.915
236, 2, 0.3000, 192.0000,  5, 0.2778,  1, 130.6720, 0, 0,  0.060,  0.029,  498.017
237, 3, 0.4500, 147.0000,  4, 0.3858,  1, 100.0457, 0, 0,  0.159,  0.676,  499.864
238, 2, 0.3000, 192.0000,  9, 0.3779,  8, 223.9488, 1, 1,  0.056,  0.967,  501.905
239, 1, 0.1500, 251.0000,  9, 0.1890,  8, 292.7664, 1, 1,  0.659,  0.961,  504.550
240, 2, 0.3000, 192.0000,  6, 0.3000,  2, 141.1257, 0, 0,  0.625,  1.112,  507.300
241, 2, 0.3000, 192.0000,  2, 0.2205,  3, 152.4158, 0, 0,  0.069,  0.135,  508.525
242, 2, 0.3000, 192.0000,  7, 0.3240,  1, 130.6720, 0, 0,  0.047,  0.192,  509.780
243, 1, 0.1500, 251.0000,  8, 0.1750,  8, 292.7664, 1, 1,  0.741,  1.358,  512.897
244, 1, 0.1500, 251.0000,  7, 0.1620,  1, 170.8264, 1, 0,  0.026,  0.123,  514.062
245, 3, 0.4500, 147.0000,  7, 0.4860,  1, 100.0457, 1, 0,  1.263,  0.485,  516.824
246, 3, 0.4500, 147.0000,  3, 0.3572,  2, 108.0494, 0, 0,  0.045,  0.030,  517.922
247, 2, 0.3000, 192.0000, 11, 0.4408,  6, 192.0000, 1, 1,  0.042,  0.402,  519.391
248, 1, 0.1500, 251.0000, 10, 0.2041,  6, 251.0000, 1, 0,  0.674,  0.526,  521.615
249, 1, 0.1500, 251.0000,  6, 0.1500,  9, 316.1877, 1, 1,  0.060,  0.221,  522.910
250, 2, 0.3000, 192.0000, 11, 0.4408,  9, 241.8647, 1, 1,  1.157,  0.002,  525.091
251, 2, 0.3000, 192.0000,  8, 0.3499,  3, 152.4158, 0, 0,  0.077,  0.782,  526.974
252, 1, 0.1500, 251.0000,  9, 0.1890, 11, 368.8013, 1, 1,  0.841,  0.394,  529.233
253, 3, 0.4500, 147.0000,  2, 0.3308, 10, 199.9919, 1, 1,  1.183,  0.046,  531.485
254, 3, 0.4500, 147.0000,  6, 0.4500,  1, 100.0457, 0, 0,  0.036,  0.647,  533.188
255, 2, 0.3000, 192.0000,  6, 0.3000,  3, 152.4158, 0, 0,  0.132,  0.432,  534.772
256, 3, 0.4500, 147.0000,  7, 0.4860, 10, 199.9919, 0, 1,  0.250,  0.102,  536.145
257, 1, 0.1500, 251.0000,  7, 0.1620,  3, 199.2519, 1, 0,  1.325,  0.114,  538.603
258, 2, 0.3000, 192.0000,  8, 0.3499,  8, 223.9488, 0, 1,  0.812,  0.565,  541.004
259, 2, 0.3000, 192.0000,  5, 0.2778,  8, 223.9488, 0, 1,  0.061,  0.148,  542.239
260, 1, 0.1500, 251.0000,  5, 0.1389,  7, 271.0800, 0, 1,  0.779,  0.561,  544.600
261, 1, 0.1500, 251.0000,  1, 0.1021,  6, 251.0000, 1, 0,  0.224,  1.363,  547.202
262, 1, 0.1500, 251.0000,  4, 0.1286,  8, 292.7664, 0, 1,  0.225,  0.214,  548.654
263, 2, 0.3000, 192.0000, 10, 0.4081,  6, 192.0000, 0, 1,  1.322,  0.442,  551.432
264, 2, 0.3000, 192.0000,  6, 0.3000,  9, 241.8647, 0, 1,  0.038,  0.130,  552.621
265, 3, 0.4500, 147.0000,  2, 0.3308,  3, 116.6933, 1, 0,  0.155,  0.332,  554.122
266, 3, 0.4500, 147.0000,  7, 0.4860,  4, 126.0288, 1, 0,  0.149,  0.583,  555.875
267, 3, 0.4500, 147.0000, 10, 0.6122,  9, 185.1777, 0, 1,  0.098,  0.385,  557.375
268, 3, 0.4500, 147.0000,  5, 0.4167,  3, 116.6933, 1, 0,  0.051,  0.832,  559.272
269, 3, 0.4500, 147.0000,  8, 0.5249,  9, 185.1777, 1, 1,  0.048,  0.171,  560.512
270, 1, 0.1500, 251.0000,  2, 0.1103,  2, 184.4925, 1, 0,  2.013,  0.366,  563.906
271, 3, 0.4500, 147.0000,  5, 0.4167,  6, 147.0000, 1, 0,  1.563,  1.221,  567.712
272, 1, 0.1500, 251.0000,  2, 0.1103,  1, 170.8264, 0, 0,  1.662,  0.357,  570.747
273, 2, 0.3000, 192.0000,  8, 0.3499,  5, 177.7778, 0, 1,  1.325,  0.209,  573.298
274, 1, 0.1500, 251.0000, 10, 0.2041, 11, 368.8013, 0, 1,  0.622,  0.138,  575.077
275, 2, 0.3000, 192.0000,  2, 0.2205, 11, 282.1110, 1, 1,  0.247,  0.002,  576.343
276, 1, 0.1500, 251.0000,  9, 0.1890,  9, 316.1877, 1, 0,  0.632,  0.240,  578.235
277, 3, 0.4500, 147.0000,  4, 0.3858,  6, 147.0000, 1, 1,  1.233,  0.269,  580.760
278, 3, 0.4500, 147.0000,  7, 0.4860,  7, 158.7600, 1, 1,  0.069,  0.081,  581.922
279, 1, 0.1500, 251.0000,  5, 0.1389,  9, 316.1877, 1, 1,  1.451,  0.255,  584.646
280, 2, 0.3000, 192.0000,  9, 0.3779,  4, 164.6091, 0, 0,  0.931,  0.382,  586.973
281, 1, 0.1500, 251.0000,  5, 0.1389,  1, 170.8264, 0, 0,  1.100,  0.312,  589.403
282, 2, 0.3000, 192.0000,  5, 0.2778,  4, 164.6091, 1, 0,  0.766,  0.002,  591.192
283, 2, 0.3000, 192.0000,  5, 0.2778,  5, 177.7778, 0, 0,  0.033,  0.126,  592.369
284, 2, 0.3000, 192.0000, 11, 0.4408,  1, 130.6720, 0, 0,  0.249,  0.115,  593.756
285, 1, 0.1500, 251.0000,  8, 0.1750, 11, 368.8013, 1, 1,  1.165,  0.229,  596.170
286, 2, 0.3000, 192.0000,  1, 0.2042,  8, 223.9488, 0, 1,  0.408,  0.002,  597.595
287, 2, 0.3000, 192.0000,  1, 0.2042,  2, 141.1257, 1, 0,  0.223,  0.064,  598.904
288, 1, 0.1500, 251.0000,  7, 0.1620,  2, 184.4925, 0, 0,  0.521,  0.358,  601.593
289, 2, 0.3000, 192.0000,  5, 0.2778,  3, 152.4158, 0, 0,  0.634,  1.538,  604.779
290, 1, 0.1500, 251.0000,  4, 0.1286,  1, 170.8264, 1, 0,  0.936,  0.538,  607.279
291, 2, 0.3000, 192.0000,  7, 0.3240, 10, 261.2139, 0, 1,  1.036,  0.352,  609.693
292, 1, 0.1500, 251.0000, 10, 0.2041,  4, 215.1920, 1, 1,  0.731,  0.435,  611.876
293, 1, 0.1500, 251.0000,  6, 0.1500, 10, 341.4827, 1, 1,  0.097,  0.182,  613.174
294, 3, 0.4500, 147.0000,  3, 0.3572,  1, 100.0457, 0, 0,  1.153,  0.002,  615.344
295, 2, 0.3000, 192.0000,  2, 0.2205,  2, 141.1257, 0, 0,  0.224,  0.271,  616.862
296, 2, 0.3000, 192.0000,  8, 0.3499, 11, 282.1110, 0, 1,  0.160,  0.002,  618.043
297, 3, 0.4500, 147.0000,  6, 0.4500,  7, 158.7600, 0, 1,  0.127,  2.318,  621.510
298, 3, 0.4500, 147.0000,  4, 0.3858,  2, 108.0494, 0, 0,  0.057,  0.044,  622.637
299, 2, 0.3000, 192.0000,  4, 0.2572,  9, 241.8647, 1, 1,  0.337,  0.822,  624.814
300, 3, 0.4500, 147.0000,  3, 0.3572,  8, 171.4608, 0, 1,  0.305,  0.036,  626.178
301, 1, 0.1500, 251.0000,  3, 0.1191,  3, 199.2519, 0, 0,  1.238,  0.296,  628.738
302, 3, 0.4500, 147.0000,  8, 0.5249,  8, 171.4608, 1, 0,  1.589,  0.022,  631.364
303, 1, 0.1500, 251.0000,  9, 0.1890,  2, 184.4925, 0, 0,  1.455,  0.002,  633.846
304, 1, 0.1500, 251.0000,  6, 0.1500,  3, 199.2519, 1, 0,  0.031,  0.161,  635.053
305, 1, 0.1500, 251.0000, 10, 0.2041,  9, 316.1877, 1, 1,  0.072,  0.039,  636.181
306, 1, 0.1500, 251.0000,  9, 0.1890,  5, 232.4074, 1, 0,  0.048,  0.051,  637.293
307, 2, 0.3000, 192.0000,  6, 0.3000, 11, 282.1110, 0, 1,  0.630,  0.862,  639.804
308, 2, 0.3000, 192.0000,  3, 0.2381, 11, 282.1110, 0, 1,  0.042,  0.002,  640.895
309, 2, 0.3000, 192.0000,  7, 0.3240,  2, 141.1257, 1, 0,  0.027,  0.072,  642.017
310, 1, 0.1500, 251.0000,  2, 0.1103, 11, 368.8013, 0, 1,  1.159,  1.101,  645.295
311, 3, 0.4500, 147.0000,  7, 0.4860,  8, 171.4608, 1, 1,  1.723,  0.114,  648.159
312, 2, 0.3000, 192.0000,  5, 0.2778,  9, 241.8647, 0, 1,  0.274,  1.047,  650.496
313, 3, 0.4500, 147.0000, 11, 0.6612,  5, 136.1111, 0, 0,  0.873,  0.355,  652.751
314, 2, 0.3000, 192.0000,  7, 0.3240,  3, 152.4158, 0, 0,  0.673,  1.027,  655.474
315, 3, 0.4500, 147.0000,  3, 0.3572,  9, 185.1777, 1, 1,  0.057,  0.738,  657.285
316, 1, 0.1500, 251.0000,  6, 0.1500,  7, 271.0800, 1, 0,  1.192,  1.123,  660.620
317, 1, 0.1500, 251.0000,  1, 0.1021,  1, 170.8264, 1, 0,  0.264,  0.149,  662.047
318, 3, 0.4500, 147.0000,  2, 0.3308,  2, 108.0494, 0, 0,  1.827,  0.002,  664.899
319, 3, 0.4500, 147.0000,  2, 0.3308,  7, 158.7600, 1, 0,  0.073,  0.310,  666.307
320, 3, 0.4500, 147.0000,  1, 0.3063,  2, 108.0494, 1, 0,  0.026,  0.123,  667.471
321, 3, 0.4500, 147.0000,  1, 0.3063,  7, 158.7600, 0, 1,  0.159,  0.264,  668.913
322, 3, 0.4500, 147.0000, 11, 0.6612,  1, 100.0457, 0, 0,  0.759,  0.143,  670.841
323, 1, 0.1500, 251.0000,  7, 0.1620,  4, 215.1920, 1, 0,  1.841,  0.310,  674.009
324, 3, 0.4500, 147.0000,  6, 0.4500,  8, 171.4608, 0, 1,  1.171,  0.527,  676.725
325, 3, 0.4500, 147.0000,  7, 0.4860,  6, 147.0000, 1, 0,  0.060,  0.002,  677.799
326, 3, 0.4500, 147.0000, 11, 0.6612,  8, 171.4608, 0, 1,  0.237,  0.002,  679.052
327, 1, 0.1500, 251.0000,  9, 0.1890, 10, 341.4827, 1, 1,  1.832,  0.272,  682.171
328, 3, 0.4500, 147.0000, 11, 0.6612, 10, 199.9919, 0, 1,  1.867,  0.309,  685.361
329, 2, 0.3000, 192.0000,  7, 0.3240, 11, 282.1110, 1, 1,  0.763,  0.300,  687.448
330, 2, 0.3000, 192.0000,  6, 0.3000,  7, 207.3600, 0, 1,  0.075,  0.068,  688.621
331, 1, 0.1500, 251.0000,  2, 0.1103,  6, 251.0000, 1, 0,  1.212,  0.271,  691.120
332, 2, 0.3000, 192.0000,  4, 0.2572,  5, 177.7778, 1, 1,  0.961,  0.538,  693.640
333, 1, 0.1500, 251.0000,  7, 0.1620,  9, 316.1877, 1, 1,  0.642,  0.072,  695.373
334, 2, 0.3000, 192.0000, 11, 0.4408, 10, 261.2139, 0, 1,  1.213,  0.325,  697.924
335, 1, 0.1500, 251.0000,  1, 0.1021,  3, 199.2519, 0, 0,  1.761,  0.518,  701.220
336, 3, 0.4500, 147.0000, 10, 0.6122,  5, 136.1111, 1, 0,  1.812,  1.211,  705.260
337, 1, 0.1500, 251.0000, 10, 0.2041, 10, 341.4827, 0, 1,  1.716,  0.418,  708.418
338, 2, 0.3000, 192.0000, 10, 0.4081, 10, 261.2139, 0, 1,  0.614,  0.439,  710.489
339, 3, 0.4500, 147.0000,  8, 0.5249,  4, 126.0288, 0, 0,  0.147,  0.653,  712.303
340, 2, 0.3000, 192.0000,  3, 0.2381,  8, 223.9488, 0, 1,  0.680,  0.346,  714.348
341, 2, 0.3000, 192.0000, 10, 0.4081,  8, 223.9488, 0, 1,  0.281,  1.535,  717.186
342, 1, 0.1500, 251.0000,  5, 0.1389,  3, 199.2519, 1, 0,  1.048,  0.420,  719.670
343, 2, 0.3000, 192.0000, 10, 0.4081,  5, 177.7778, 0, 0,  1.063,  0.703,  722.453
344, 3, 0.4500, 147.0000, 10, 0.6122,  8, 171.4608, 1, 1,  0.681,  0.135,  724.286
345, 3, 0.4500, 147.0000,  4, 0.3858,  4, 126.0288, 1, 0,  0.349,  0.284,  725.934
346, 1, 0.1500, 251.0000,  3, 0.1191,  5, 232.4074, 0, 1,  1.603,  0.550,  729.100
347, 3, 0.4500, 147.0000,  8, 0.5249, 11, 215.9912, 0, 1,  1.833,  0.002,  731.953
348, 1, 0.1500, 251.0000,  8, 0.1750,  2, 184.4925, 1, 0,  1.432,  0.129,  734.529
349, 2, 0.3000, 192.0000,  4, 0.2572,  3, 152.4158, 1, 0,  0.650,  0.286,  736.488
350, 2, 0.3000, 192.0000,  9, 0.3779,  7, 207.3600, 0, 0,  0.041,  0.467,  738.018
351, 3, 0.4500, 147.0000,  4, 0.3858,  7, 158.7600, 0, 1,  0.117,  0.447,  739.598
352, 2, 0.3000, 192.0000,  7, 0.3240,  6, 192.0000, 1, 1,  0.033,  0.281,  740.932
353, 3, 0.4500, 147.0000,  1, 0.3063,  8, 171.4608, 1, 1,  0.149,  1.149,  743.250
354, 1, 0.1500, 251.0000,  1, 0.1021, 10, 341.4827, 1, 1,  1.334,  0.238,  745.841
355, 3, 0.4500, 147.0000,  5, 0.4167,  7, 158.7600, 0, 1,  1.789,  0.269,  748.920
356, 2, 0.3000, 192.0000,  5, 0.2778,  7, 207.3600, 1, 0,  0.216,  1.050,  751.204
357, 1, 0.1500, 251.0000,  2, 0.1103,  5, 232.4074, 0, 0,  1.169,  0.198,  753.599
358, 3, 0.4500, 147.0000,  6, 0.4500,  2, 108.0494, 0, 0,  1.732,  0.071,  756.422
359, 2, 0.3000, 192.0000,  6, 0.3000,  1, 130.6720, 1, 0,  0.165,  0.001,  757.603
360, 2, 0.3000, 192.0000,  1, 0.2042,  4, 164.6091, 0, 0,  0.133,  0.081,  758.832

% finish = '04-Apr-2022 11:13:48';
%


%
% subject = 'ak'; condition = 'bright'; version='physical';
% time = '05-Apr-2022 10:07:51';
%
% trial, refk, refr, refi, testrk, testr, testik, testi, refleft, choosetest, stimt, rt, totaltime
%

  1, 3, 0.4500, 147.0000,  5, 0.4167,  9, 185.1777, 1, 1,  0.746,  1.329,    3.100
  2, 3, 0.4500, 147.0000,  4, 0.3858,  8, 171.4608, 0, 1,  0.047,  0.193,    4.362
  3, 1, 0.1500, 251.0000, 10, 0.2041, 11, 368.8013, 1, 1,  0.986,  0.342,    6.712
  4, 3, 0.4500, 147.0000,  2, 0.3308,  4, 126.0288, 1, 0,  1.188,  0.861,    9.780
  5, 3, 0.4500, 147.0000, 10, 0.6122, 10, 199.9919, 0, 1,  0.116,  1.042,   11.965
  6, 2, 0.3000, 192.0000,  2, 0.2205,  3, 152.4158, 1, 0,  0.634,  0.876,   14.494
  7, 3, 0.4500, 147.0000,  7, 0.4860,  2, 108.0494, 1, 0,  0.648,  1.803,   17.972
  8, 1, 0.1500, 251.0000,  1, 0.1021,  5, 232.4074, 0, 0,  1.832,  2.081,   22.900
