
%
% subject = 'ak'; condition = 'bright'; version='physical';
% time = '04-Apr-2022 10:33:53';
%
% trial, refk, refr, refi, testrk, testr, testik, testi, refleft, choosetest, stimt, rt, totaltime
%

255, 2, 0.3000, 192.0000,  2, 0.2205,  4, 164.6091, 0, 1,  0.670,  0.250,  535.090
256, 2, 0.3000, 192.0000, 10, 0.4081,  4, 164.6091, 1, 0,  0.028,  0.239,  536.378
257, 2, 0.3000, 192.0000, 11, 0.4408,  8, 223.9488, 0, 1,  0.142,  0.171,  537.710
258, 2, 0.3000, 192.0000,  4, 0.2572, 11, 282.1110, 1, 1,  0.109,  0.473,  539.316
259, 1, 0.1500, 251.0000,  8, 0.1750, 10, 341.4827, 0, 1,  0.458,  0.294,  541.083
260, 1, 0.1500, 251.0000,  1, 0.1021,  3, 199.2519, 1, 0,  0.239,  2.033,  544.523
261, 2, 0.3000, 192.0000,  1, 0.2042, 11, 282.1110, 0, 1,  1.289,  0.328,  547.168
262, 2, 0.3000, 192.0000,  2, 0.2205,  9, 241.8647, 0, 1,  0.054,  0.023,  548.263
263, 3, 0.4500, 147.0000,  9, 0.5669,  4, 126.0288, 1, 0,  0.554,  0.143,  549.983
264, 2, 0.3000, 192.0000,  3, 0.2381,  9, 241.8647, 0, 1,  0.539,  0.137,  551.677
265, 1, 0.1500, 251.0000, 11, 0.2204,  5, 232.4074, 1, 0,  0.349,  0.393,  553.435
266, 2, 0.3000, 192.0000,  3, 0.2381,  4, 164.6091, 0, 0,  0.335,  0.151,  554.941
267, 1, 0.1500, 251.0000,  7, 0.1620,  1, 170.8264, 1, 0,  0.530,  0.178,  556.671
268, 2, 0.3000, 192.0000,  6, 0.3000,  4, 164.6091, 1, 0,  0.655,  0.136,  558.479
269, 1, 0.1500, 251.0000,  5, 0.1389,  9, 316.1877, 0, 1,  0.792,  0.715,  561.006
270, 3, 0.4500, 147.0000,  5, 0.4167, 10, 199.9919, 0, 1,  1.209,  0.445,  563.690
271, 3, 0.4500, 147.0000, 11, 0.6612,  4, 126.0288, 1, 0,  0.224,  0.002,  564.944
272, 3, 0.4500, 147.0000,  6, 0.4500,  8, 171.4608, 1, 1,  0.223,  0.002,  566.192
273, 2, 0.3000, 192.0000,  5, 0.2778,  3, 152.4158, 1, 0,  0.224,  0.138,  567.580
274, 3, 0.4500, 147.0000, 10, 0.6122,  3, 116.6933, 1, 0,  0.741,  0.395,  569.736
275, 3, 0.4500, 147.0000, 11, 0.6612,  3, 116.6933, 1, 0,  0.041,  0.015,  570.810
276, 1, 0.1500, 251.0000,  3, 0.1191, 11, 368.8013, 1, 1,  2.257,  0.429,  574.520
277, 2, 0.3000, 192.0000, 11, 0.4408,  5, 177.7778, 0, 0,  1.157,  0.890,  577.581
278, 1, 0.1500, 251.0000, 11, 0.2204, 11, 368.8013, 0, 1,  0.690,  0.213,  579.504
279, 2, 0.3000, 192.0000,  4, 0.2572,  1, 130.6720, 0, 0,  0.665,  0.232,  581.423
280, 1, 0.1500, 251.0000,  7, 0.1620,  6, 251.0000, 1, 1,  0.542,  0.423,  583.414
281, 3, 0.4500, 147.0000,  5, 0.4167, 11, 215.9912, 0, 1,  1.109,  0.116,  585.657
282, 3, 0.4500, 147.0000, 10, 0.6122,  1, 100.0457, 1, 0,  0.108,  0.002,  586.793
283, 2, 0.3000, 192.0000,  2, 0.2205, 10, 261.2139, 0, 1,  0.672,  0.201,  588.693
284, 3, 0.4500, 147.0000,  2, 0.3308,  3, 116.6933, 1, 0,  0.524,  0.220,  590.461
285, 1, 0.1500, 251.0000,  6, 0.1500,  5, 232.4074, 0, 1,  1.208,  0.165,  592.857
286, 3, 0.4500, 147.0000,  3, 0.3572, 10, 199.9919, 1, 1,  1.221,  0.292,  595.384
287, 3, 0.4500, 147.0000,  1, 0.3063,  3, 116.6933, 1, 0,  0.041,  0.002,  596.444
288, 1, 0.1500, 251.0000,  2, 0.1103,  4, 215.1920, 1, 0,  1.233,  0.263,  598.955
289, 1, 0.1500, 251.0000,  3, 0.1191,  1, 170.8264, 0, 0,  0.117,  0.002,  600.895
290, 3, 0.4500, 147.0000,  6, 0.4500,  7, 158.7600, 0, 1,  1.581,  0.667,  604.161
291, 1, 0.1500, 251.0000,  3, 0.1191,  5, 232.4074, 0, 1,  1.564,  0.342,  607.084
292, 2, 0.3000, 192.0000,  2, 0.2205,  1, 130.6720, 1, 0,  0.995,  0.257,  609.349
293, 1, 0.1500, 251.0000, 11, 0.2204,  7, 271.0800, 1, 1,  0.627,  0.435,  611.426
294, 2, 0.3000, 192.0000,  9, 0.3779, 10, 261.2139, 1, 0,  0.642,  0.157,  613.249
295, 3, 0.4500, 147.0000,  3, 0.3572,  8, 171.4608, 1, 1,  0.129,  1.377,  615.769
296, 1, 0.1500, 251.0000,  9, 0.1890, 11, 368.8013, 0, 1,  0.855,  0.526,  618.168
297, 3, 0.4500, 147.0000,  2, 0.3308,  5, 136.1111, 1, 1,  0.804,  0.516,  620.509
298, 3, 0.4500, 147.0000, 10, 0.6122,  6, 147.0000, 1, 0,  0.570,  0.187,  622.284
299, 1, 0.1500, 251.0000,  8, 0.1750,  1, 170.8264, 1, 1,  1.493,  1.070,  625.863
300, 1, 0.1500, 251.0000,  9, 0.1890, 10, 341.4827, 1, 0,  0.063,  0.273,  627.217
301, 3, 0.4500, 147.0000, 11, 0.6612,  8, 171.4608, 0, 1,  1.844,  0.137,  630.230
302, 2, 0.3000, 192.0000,  2, 0.2205,  2, 141.1257, 0, 0,  1.196,  0.248,  632.691
303, 2, 0.3000, 192.0000,  6, 0.3000,  5, 177.7778, 1, 0,  0.031,  0.128,  633.871
304, 1, 0.1500, 251.0000,  3, 0.1191,  7, 271.0800, 1, 1,  1.046,  1.612,  637.555
305, 2, 0.3000, 192.0000,  9, 0.3779,  1, 130.6720, 1, 0,  1.320,  0.211,  640.104
306, 3, 0.4500, 147.0000,  8, 0.5249,  4, 126.0288, 1, 0,  0.169,  0.052,  641.345
307, 3, 0.4500, 147.0000,  6, 0.4500,  9, 185.1777, 0, 1,  0.030,  0.142,  642.538
308, 2, 0.3000, 192.0000,  7, 0.3240,  3, 152.4158, 0, 0,  0.136,  0.017,  643.710
309, 2, 0.3000, 192.0000,  4, 0.2572,  6, 192.0000, 1, 1,  0.066,  0.159,  644.953
310, 2, 0.3000, 192.0000,  8, 0.3499, 11, 282.1110, 0, 1,  0.066,  0.085,  646.128
311, 1, 0.1500, 251.0000,  9, 0.1890,  7, 271.0800, 1, 1,  0.849,  1.240,  649.237
312, 3, 0.4500, 147.0000,  3, 0.3572,  5, 136.1111, 1, 0,  1.183,  1.995,  653.439
313, 3, 0.4500, 147.0000,  7, 0.4860,  3, 116.6933, 0, 0,  0.033,  0.427,  654.923
314, 2, 0.3000, 192.0000,  1, 0.2042,  8, 223.9488, 1, 1,  0.697,  0.901,  657.545
315, 2, 0.3000, 192.0000, 10, 0.4081,  9, 241.8647, 1, 1,  0.532,  0.389,  659.483
316, 2, 0.3000, 192.0000,  7, 0.3240,  4, 164.6091, 1, 0,  0.039,  0.142,  660.689
317, 1, 0.1500, 251.0000,  7, 0.1620,  9, 316.1877, 1, 1,  0.682,  0.237,  662.632
318, 2, 0.3000, 192.0000,  3, 0.2381,  1, 130.6720, 0, 0,  0.540,  0.165,  664.359
319, 1, 0.1500, 251.0000,  4, 0.1286,  5, 232.4074, 1, 0,  0.922,  0.276,  666.570
320, 3, 0.4500, 147.0000,  1, 0.3063,  9, 185.1777, 0, 1,  1.402,  1.468,  670.462
321, 3, 0.4500, 147.0000,  3, 0.3572,  7, 158.7600, 0, 0,  0.069,  0.153,  671.697
322, 3, 0.4500, 147.0000,  8, 0.5249,  5, 136.1111, 1, 0,  0.033,  0.462,  673.205
323, 2, 0.3000, 192.0000,  8, 0.3499, 10, 261.2139, 1, 1,  0.165,  0.158,  674.552
324, 2, 0.3000, 192.0000, 11, 0.4408,  3, 152.4158, 0, 0,  0.118,  0.253,  675.947
325, 2, 0.3000, 192.0000,  3, 0.2381, 10, 261.2139, 0, 1,  0.383,  0.188,  677.532
326, 3, 0.4500, 147.0000, 10, 0.6122,  9, 185.1777, 1, 1,  0.642,  0.127,  679.322
327, 2, 0.3000, 192.0000,  1, 0.2042,  9, 241.8647, 1, 1,  1.249,  0.239,  681.838
328, 3, 0.4500, 147.0000,  9, 0.5669,  8, 171.4608, 1, 1,  1.091,  0.467,  684.411
329, 1, 0.1500, 251.0000, 10, 0.2041,  8, 292.7664, 0, 1,  1.619,  0.412,  687.457
330, 3, 0.4500, 147.0000,  5, 0.4167,  4, 126.0288, 0, 0,  1.169,  0.051,  689.696
331, 2, 0.3000, 192.0000, 11, 0.4408, 11, 282.1110, 1, 1,  0.071,  0.127,  690.922
332, 2, 0.3000, 192.0000,  9, 0.3779,  7, 207.3600, 0, 1,  0.103,  0.052,  692.097
333, 3, 0.4500, 147.0000,  5, 0.4167,  8, 171.4608, 0, 1,  0.117,  0.016,  693.264
334, 3, 0.4500, 147.0000,  2, 0.3308,  7, 158.7600, 1, 1,  0.054,  0.001,  694.348
335, 3, 0.4500, 147.0000,  6, 0.4500,  3, 116.6933, 0, 0,  0.071,  0.093,  695.538
336, 1, 0.1500, 251.0000,  7, 0.1620, 10, 341.4827, 0, 1,  1.187,  0.202,  697.946
337, 1, 0.1500, 251.0000, 11, 0.2204,  9, 316.1877, 1, 1,  0.231,  0.050,  699.247
338, 1, 0.1500, 251.0000,  3, 0.1191,  3, 199.2519, 0, 0,  0.228,  0.046,  700.541
339, 2, 0.3000, 192.0000,  1, 0.2042,  1, 130.6720, 1, 0,  0.986,  0.167,  702.712
340, 1, 0.1500, 251.0000,  1, 0.1021,  7, 271.0800, 0, 1,  1.258,  0.151,  705.149
341, 2, 0.3000, 192.0000,  9, 0.3779, 11, 282.1110, 0, 1,  1.524,  0.136,  707.831
342, 2, 0.3000, 192.0000,  8, 0.3499,  1, 130.6720, 1, 0,  0.042,  0.072,  708.966
343, 3, 0.4500, 147.0000,  9, 0.5669, 10, 199.9919, 0, 1,  0.558,  0.221,  710.766
344, 1, 0.1500, 251.0000,  5, 0.1389, 11, 368.8013, 1, 1,  1.659,  0.080,  713.526
345, 3, 0.4500, 147.0000, 10, 0.6122,  5, 136.1111, 0, 1,  1.706,  0.596,  716.841
346, 1, 0.1500, 251.0000,  2, 0.1103, 11, 368.8013, 1, 1,  1.739,  0.002,  719.597
347, 3, 0.4500, 147.0000,  1, 0.3063,  2, 108.0494, 1, 0,  1.235,  0.002,  721.847
348, 3, 0.4500, 147.0000,  9, 0.5669,  7, 158.7600, 1, 1,  0.479,  0.493,  723.839
349, 1, 0.1500, 251.0000,  7, 0.1620,  7, 271.0800, 0, 1,  1.636,  0.341,  726.837
350, 3, 0.4500, 147.0000, 11, 0.6612,  9, 185.1777, 1, 1,  1.842,  0.002,  729.699
351, 2, 0.3000, 192.0000,  4, 0.2572,  4, 164.6091, 1, 0,  1.024,  0.554,  732.301
352, 2, 0.3000, 192.0000, 11, 0.4408,  2, 141.1257, 1, 0,  0.274,  0.002,  733.598
353, 2, 0.3000, 192.0000,  8, 0.3499,  4, 164.6091, 0, 0,  0.123,  0.002,  734.747
354, 2, 0.3000, 192.0000,  2, 0.2205,  8, 223.9488, 0, 1,  0.126,  0.002,  735.899
355, 1, 0.1500, 251.0000,  1, 0.1021, 11, 368.8013, 0, 1,  0.875,  0.589,  738.385
356, 2, 0.3000, 192.0000,  5, 0.2778,  9, 241.8647, 1, 1,  1.242,  0.540,  741.186
357, 3, 0.4500, 147.0000,  1, 0.3063,  4, 126.0288, 0, 0,  0.241,  0.139,  742.585
358, 2, 0.3000, 192.0000,  7, 0.3240, 11, 282.1110, 0, 1,  0.137,  0.002,  743.747
359, 3, 0.4500, 147.0000,  8, 0.5249, 10, 199.9919, 1, 1,  0.386,  1.679,  746.825
360, 2, 0.3000, 192.0000,  9, 0.3779,  4, 164.6091, 1, 0,  0.147,  0.157,  748.157

% finish = '05-Apr-2022 10:20:19';
%


%
% subject = 'ak'; condition = 'bright'; version='physical';
% time = '05-Apr-2022 10:29:20';
%
% trial, refk, refr, refi, testrk, testr, testik, testi, refleft, choosetest, stimt, rt, totaltime
%

  1, 3, 0.4500, 147.0000,  7, 0.4860,  6, 147.0000, 0, 1,  0.857,  2.906,    4.789
  2, 2, 0.3000, 192.0000, 10, 0.4081,  6, 192.0000, 1, 0,  0.279,  0.211,    6.293
  3, 3, 0.4500, 147.0000,  6, 0.4500,  8, 171.4608, 1, 1,  0.120,  0.002,    7.437
  4, 1, 0.1500, 251.0000,  8, 0.1750,  2, 184.4925, 1, 0,  1.224,  0.282,    9.964
  5, 3, 0.4500, 147.0000,  9, 0.5669,  9, 185.1777, 0, 1,  1.599,  0.496,   13.077
  6, 3, 0.4500, 147.0000,  4, 0.3858, 10, 199.9919, 0, 1,  0.180,  0.002,   14.286
  7, 1, 0.1500, 251.0000,  8, 0.1750,  1, 170.8264, 1, 0,  0.978,  0.122,   16.407
  8, 2, 0.3000, 192.0000, 11, 0.4408, 11, 282.1110, 1, 1,  0.847,  0.208,   18.490
  9, 1, 0.1500, 251.0000,  2, 0.1103,  4, 215.1920, 0, 0,  1.225,  0.029,   20.761
 10, 1, 0.1500, 251.0000,  1, 0.1021,  1, 170.8264, 1, 0,  0.246,  0.767,   22.798
 11, 1, 0.1500, 251.0000,  5, 0.1389,  2, 184.4925, 0, 0,  0.213,  0.002,   24.033
 12, 1, 0.1500, 251.0000,  9, 0.1890,  3, 199.2519, 0, 0,  0.131,  0.001,   25.183
 13, 1, 0.1500, 251.0000,  5, 0.1389, 11, 368.8013, 1, 1,  0.130,  0.001,   26.333
 14, 2, 0.3000, 192.0000,  5, 0.2778,  8, 223.9488, 1, 1,  0.681,  0.002,   28.033
 15, 3, 0.4500, 147.0000,  2, 0.3308,  3, 116.6933, 1, 0,  0.130,  0.030,   29.212
 16, 1, 0.1500, 251.0000, 10, 0.2041, 10, 341.4827, 1, 1,  1.203,  0.186,   31.618
 17, 2, 0.3000, 192.0000,  6, 0.3000, 11, 282.1110, 1, 1,  0.647,  0.165,   33.447
 18, 1, 0.1500, 251.0000,  8, 0.1750,  6, 251.0000, 1, 0,  0.612,  0.260,   35.342
 19, 3, 0.4500, 147.0000, 11, 0.6612,  4, 126.0288, 1, 0,  1.617,  2.310,   40.293
 20, 2, 0.3000, 192.0000,  2, 0.2205,  7, 207.3600, 1, 0,  1.263,  0.394,   42.976
 21, 2, 0.3000, 192.0000,  5, 0.2778,  6, 192.0000, 0, 1,  0.042,  0.016,   44.052
 22, 1, 0.1500, 251.0000,  3, 0.1191,  3, 199.2519, 0, 0,  0.965,  0.354,   46.387
 23, 1, 0.1500, 251.0000,  2, 0.1103,  2, 184.4925, 1, 0,  0.134,  0.002,   47.534
 24, 3, 0.4500, 147.0000, 10, 0.6122,  5, 136.1111, 0, 0,  1.732,  0.086,   50.369
 25, 1, 0.1500, 251.0000,  3, 0.1191, 11, 368.8013, 1, 1,  1.747,  0.139,   53.272
 26, 3, 0.4500, 147.0000,  1, 0.3063,  3, 116.6933, 0, 0,  1.537,  0.493,   56.329
 27, 3, 0.4500, 147.0000, 10, 0.6122, 11, 215.9912, 0, 1,  0.636,  0.206,   58.189
 28, 1, 0.1500, 251.0000,  3, 0.1191,  5, 232.4074, 0, 0,  2.067,  0.437,   61.719
 29, 2, 0.3000, 192.0000,  8, 0.3499,  2, 141.1257, 0, 0,  1.199,  0.399,   64.336
 30, 1, 0.1500, 251.0000,  7, 0.1620,  9, 316.1877, 0, 1,  0.733,  0.598,   66.681
 31, 1, 0.1500, 251.0000, 10, 0.2041,  4, 215.1920, 1, 0,  0.082,  0.059,   67.844
 32, 1, 0.1500, 251.0000,  2, 0.1103,  5, 232.4074, 0, 0,  0.125,  0.059,   69.043
 33, 1, 0.1500, 251.0000, 11, 0.2204,  5, 232.4074, 1, 0,  0.225,  0.122,   70.406
 34, 2, 0.3000, 192.0000,  1, 0.2042,  3, 152.4158, 1, 0,  0.608,  0.284,   72.317
 35, 1, 0.1500, 251.0000,  9, 0.1890,  8, 292.7664, 0, 1,  0.249,  0.197,   73.780
 36, 3, 0.4500, 147.0000,  3, 0.3572,  9, 185.1777, 0, 1,  1.186,  0.598,   76.582
 37, 3, 0.4500, 147.0000,  2, 0.3308, 10, 199.9919, 0, 1,  0.035,  0.683,   78.321
 38, 1, 0.1500, 251.0000,  2, 0.1103, 11, 368.8013, 0, 1,  1.232,  0.407,   80.991
 39, 1, 0.1500, 251.0000,  4, 0.1286,  3, 199.2519, 1, 0,  0.166,  0.002,   82.189
 40, 1, 0.1500, 251.0000, 11, 0.2204,  8, 292.7664, 1, 1,  0.467,  1.155,   84.838
 41, 3, 0.4500, 147.0000,  8, 0.5249,  2, 108.0494, 0, 0,  1.481,  0.511,   87.846
 42, 3, 0.4500, 147.0000,  2, 0.3308,  1, 100.0457, 0, 0,  0.270,  0.229,   89.366
 43, 2, 0.3000, 192.0000,  1, 0.2042, 10, 261.2139, 1, 1,  0.703,  0.250,   91.334
 44, 1, 0.1500, 251.0000,  2, 0.1103, 10, 341.4827, 1, 1,  0.628,  0.239,   93.226
 45, 1, 0.1500, 251.0000,  4, 0.1286,  6, 251.0000, 1, 0,  0.042,  0.229,   94.516
 46, 2, 0.3000, 192.0000,  4, 0.2572,  1, 130.6720, 1, 0,  0.704,  0.059,   96.294
 47, 3, 0.4500, 147.0000,  8, 0.5249, 10, 199.9919, 1, 1,  0.574,  0.002,   97.885
 48, 3, 0.4500, 147.0000,  6, 0.4500,  5, 136.1111, 1, 0,  0.072,  0.074,   99.062
 49, 1, 0.1500, 251.0000, 11, 0.2204,  4, 215.1920, 0, 0,  1.206,  0.086,  101.371
 50, 2, 0.3000, 192.0000,  4, 0.2572,  5, 177.7778, 1, 0,  0.439,  0.848,  103.683
 51, 2, 0.3000, 192.0000,  7, 0.3240,  8, 223.9488, 1, 1,  0.038,  0.009,  104.743
 52, 3, 0.4500, 147.0000, 11, 0.6612,  3, 116.6933, 0, 0,  0.822,  0.036,  106.622
 53, 3, 0.4500, 147.0000,  2, 0.3308,  5, 136.1111, 0, 1,  0.638,  0.384,  108.672
 54, 3, 0.4500, 147.0000, 10, 0.6122,  1, 100.0457, 0, 0,  0.549,  0.226,  110.460
 55, 1, 0.1500, 251.0000,  4, 0.1286,  1, 170.8264, 0, 0,  1.955,  0.445,  113.880
 56, 3, 0.4500, 147.0000, 10, 0.6122,  2, 108.0494, 0, 0,  1.989,  0.404,  117.289
 57, 3, 0.4500, 147.0000,  5, 0.4167, 10, 199.9919, 0, 1,  0.224,  0.454,  118.989
 58, 2, 0.3000, 192.0000,  2, 0.2205,  2, 141.1257, 0, 0,  0.424,  1.094,  121.530
 59, 1, 0.1500, 251.0000,  7, 0.1620,  7, 271.0800, 0, 1,  0.691,  0.002,  123.238
 60, 3, 0.4500, 147.0000, 11, 0.6612,  9, 185.1777, 1, 1,  1.823,  0.329,  126.415
 61, 3, 0.4500, 147.0000,  3, 0.3572,  6, 147.0000, 0, 1,  0.258,  0.135,  127.823
 62, 1, 0.1500, 251.0000,  6, 0.1500,  5, 232.4074, 1, 0,  1.202,  0.002,  130.039
 63, 1, 0.1500, 251.0000,  5, 0.1389,  6, 251.0000, 1, 1,  0.036,  0.160,  131.247
 64, 3, 0.4500, 147.0000,  7, 0.4860, 11, 215.9912, 0, 1,  1.323,  0.327,  133.917
 65, 2, 0.3000, 192.0000,  2, 0.2205,  9, 241.8647, 1, 1,  0.558,  0.790,  136.278
 66, 2, 0.3000, 192.0000,  3, 0.2381,  5, 177.7778, 0, 0,  0.047,  0.243,  137.582
 67, 1, 0.1500, 251.0000,  9, 0.1890,  5, 232.4074, 1, 0,  0.392,  0.173,  139.162
 68, 1, 0.1500, 251.0000,  4, 0.1286,  7, 271.0800, 1, 1,  0.211,  0.315,  140.705
 69, 3, 0.4500, 147.0000,  7, 0.4860, 10, 199.9919, 0, 1,  1.410,  0.300,  143.440
 70, 2, 0.3000, 192.0000,  4, 0.2572,  3, 152.4158, 1, 0,  0.327,  0.129,  144.919
 71, 2, 0.3000, 192.0000,  6, 0.3000,  3, 152.4158, 0, 0,  0.059,  0.030,  146.020
 72, 1, 0.1500, 251.0000,  9, 0.1890,  9, 316.1877, 1, 1,  0.642,  0.211,  147.903
 73, 1, 0.1500, 251.0000,  7, 0.1620,  3, 199.2519, 0, 0,  0.071,  0.129,  149.121
 74, 1, 0.1500, 251.0000,  1, 0.1021, 10, 341.4827, 0, 1,  0.350,  0.205,  150.694
 75, 3, 0.4500, 147.0000,  5, 0.4167,  3, 116.6933, 0, 0,  1.674,  0.194,  153.584
 76, 1, 0.1500, 251.0000,  3, 0.1191,  6, 251.0000, 0, 1,  1.485,  0.217,  156.308
 77, 2, 0.3000, 192.0000, 11, 0.4408,  3, 152.4158, 0, 0,  1.566,  0.645,  159.535
 78, 3, 0.4500, 147.0000,  2, 0.3308,  6, 147.0000, 0, 1,  0.131,  0.299,  160.990
 79, 2, 0.3000, 192.0000, 10, 0.4081,  2, 141.1257, 1, 0,  0.031,  0.128,  162.169
 80, 1, 0.1500, 251.0000,  1, 0.1021,  2, 184.4925, 0, 0,  1.247,  0.002,  164.442
 81, 3, 0.4500, 147.0000,  4, 0.3858,  1, 100.0457, 1, 0,  1.829,  0.502,  167.792
 82, 3, 0.4500, 147.0000,  7, 0.4860,  7, 158.7600, 1, 1,  0.027,  0.191,  169.034
 83, 2, 0.3000, 192.0000, 10, 0.4081, 10, 261.2139, 0, 1,  0.288,  0.288,  170.632
 84, 1, 0.1500, 251.0000,  4, 0.1286,  9, 316.1877, 0, 1,  1.342,  0.370,  173.361
 85, 3, 0.4500, 147.0000,  2, 0.3308,  7, 158.7600, 0, 1,  1.162,  0.778,  176.320
 86, 3, 0.4500, 147.0000, 11, 0.6612,  5, 136.1111, 0, 0,  0.699,  1.428,  179.470
 87, 1, 0.1500, 251.0000,  4, 0.1286,  8, 292.7664, 0, 1,  2.101,  0.967,  183.558
 88, 3, 0.4500, 147.0000,  9, 0.5669,  3, 116.6933, 0, 0,  1.863,  0.079,  186.521
 89, 2, 0.3000, 192.0000,  7, 0.3240, 10, 261.2139, 1, 1,  0.498,  0.755,  188.796
 90, 2, 0.3000, 192.0000,  8, 0.3499,  7, 207.3600, 1, 0,  0.032,  0.071,  189.913
 91, 2, 0.3000, 192.0000,  4, 0.2572, 11, 282.1110, 1, 1,  0.062,  0.182,  191.173
 92, 3, 0.4500, 147.0000,  2, 0.3308,  8, 171.4608, 0, 1,  0.296,  0.205,  192.697
 93, 1, 0.1500, 251.0000,  2, 0.1103,  8, 292.7664, 0, 1,  1.282,  0.465,  195.457
 94, 2, 0.3000, 192.0000,  5, 0.2778,  2, 141.1257, 0, 0,  1.061,  0.817,  198.364
 95, 2, 0.3000, 192.0000,  1, 0.2042,  6, 192.0000, 1, 0,  0.164,  1.034,  200.575
 96, 1, 0.1500, 251.0000,  3, 0.1191,  9, 316.1877, 1, 1,  0.649,  0.334,  202.578
 97, 3, 0.4500, 147.0000, 11, 0.6612,  6, 147.0000, 0, 0,  1.849,  0.513,  205.955
 98, 2, 0.3000, 192.0000,  4, 0.2572, 10, 261.2139, 0, 1,  0.967,  0.496,  208.438
 99, 1, 0.1500, 251.0000,  9, 0.1890, 11, 368.8013, 1, 1,  0.483,  0.859,  210.801
100, 2, 0.3000, 192.0000,  7, 0.3240,  3, 152.4158, 1, 0,  0.629,  0.225,  212.671
101, 3, 0.4500, 147.0000,  7, 0.4860,  4, 126.0288, 1, 0,  0.149,  0.433,  214.276
102, 2, 0.3000, 192.0000,  5, 0.2778, 11, 282.1110, 1, 1,  0.350,  0.002,  215.644
103, 3, 0.4500, 147.0000,  5, 0.4167,  6, 147.0000, 0, 1,  0.232,  0.196,  217.088
104, 3, 0.4500, 147.0000,  4, 0.3858,  5, 136.1111, 1, 0,  0.030,  0.001,  218.144
105, 1, 0.1500, 251.0000,  3, 0.1191,  8, 292.7664, 1, 1,  1.333,  0.409,  220.902
106, 2, 0.3000, 192.0000,  3, 0.2381,  9, 241.8647, 1, 1,  0.723,  0.002,  222.644
107, 3, 0.4500, 147.0000,  5, 0.4167,  4, 126.0288, 1, 0,  0.333,  0.209,  224.202
108, 2, 0.3000, 192.0000,  7, 0.3240,  9, 241.8647, 0, 1,  0.067,  0.159,  225.456
109, 1, 0.1500, 251.0000,  7, 0.1620,  8, 292.7664, 0, 1,  0.667,  0.311,  227.454
110, 1, 0.1500, 251.0000,  8, 0.1750, 11, 368.8013, 0, 1,  0.069,  0.002,  228.544
111, 3, 0.4500, 147.0000,  8, 0.5249, 11, 215.9912, 0, 1,  1.233,  0.686,  231.480
112, 2, 0.3000, 192.0000, 11, 0.4408,  4, 164.6091, 0, 0,  0.147,  0.002,  232.645
113, 1, 0.1500, 251.0000,  7, 0.1620, 11, 368.8013, 1, 1,  1.183,  0.002,  234.846
114, 2, 0.3000, 192.0000,  1, 0.2042, 11, 282.1110, 1, 1,  0.625,  0.479,  236.973
115, 2, 0.3000, 192.0000,  5, 0.2778,  9, 241.8647, 0, 1,  0.150,  1.954,  240.097
116, 3, 0.4500, 147.0000,  3, 0.3572,  8, 171.4608, 1, 1,  0.224,  0.002,  241.346
117, 2, 0.3000, 192.0000,  8, 0.3499,  9, 241.8647, 1, 1,  0.122,  1.938,  244.431
118, 3, 0.4500, 147.0000,  1, 0.3063, 11, 215.9912, 1, 1,  0.139,  0.388,  245.981
119, 2, 0.3000, 192.0000,  8, 0.3499,  6, 192.0000, 1, 0,  0.135,  0.002,  247.145
120, 3, 0.4500, 147.0000,  9, 0.5669,  4, 126.0288, 0, 0,  0.522,  0.795,  249.489
121, 1, 0.1500, 251.0000,  1, 0.1021,  3, 199.2519, 1, 1,  1.887,  1.253,  253.646
122, 1, 0.1500, 251.0000,  9, 0.1890,  7, 271.0800, 1, 1,  0.583,  0.494,  255.737
123, 3, 0.4500, 147.0000,  3, 0.3572,  7, 158.7600, 0, 0,  0.933,  0.372,  258.066
124, 1, 0.1500, 251.0000,  6, 0.1500,  3, 199.2519, 0, 0,  1.208,  0.276,  260.570
125, 2, 0.3000, 192.0000, 10, 0.4081,  1, 130.6720, 1, 0,  1.054,  0.531,  263.174
126, 2, 0.3000, 192.0000, 11, 0.4408,  9, 241.8647, 1, 1,  0.056,  0.165,  264.413
127, 2, 0.3000, 192.0000,  7, 0.3240,  7, 207.3600, 0, 0,  0.110,  2.783,  268.328
128, 3, 0.4500, 147.0000,  1, 0.3063, 10, 199.9919, 1, 0,  0.039,  0.233,  269.628
129, 2, 0.3000, 192.0000,  7, 0.3240,  6, 192.0000, 1, 0,  0.140,  0.357,  271.151
130, 3, 0.4500, 147.0000,  7, 0.4860,  1, 100.0457, 0, 0,  0.271,  0.002,  272.447
131, 2, 0.3000, 192.0000,  2, 0.2205,  3, 152.4158, 1, 0,  0.570,  0.639,  274.684
132, 3, 0.4500, 147.0000,  6, 0.4500,  7, 158.7600, 0, 1,  0.540,  1.494,  277.738
133, 2, 0.3000, 192.0000,  4, 0.2572,  4, 164.6091, 1, 0,  0.338,  5.160,  284.255
134, 3, 0.4500, 147.0000, 11, 0.6612,  1, 100.0457, 1, 0,  0.974,  0.262,  286.507
135, 1, 0.1500, 251.0000,  6, 0.1500,  9, 316.1877, 1, 1,  1.875,  0.137,  289.532
136, 3, 0.4500, 147.0000,  4, 0.3858,  2, 108.0494, 1, 0,  1.192,  0.145,  291.890
137, 1, 0.1500, 251.0000, 11, 0.2204,  6, 251.0000, 0, 1,  0.992,  0.336,  294.231
138, 3, 0.4500, 147.0000,  5, 0.4167,  7, 158.7600, 0, 1,  1.192,  0.300,  296.744
